,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.5663749,-1.2800614,-0.5103526,-0.016214002,-1.2661846,3.1894827,-0.31921008,-7.337843,-0.83381313,-1.0334917,-1.7689497,1.2951108,1.0373824,-0.0042224973,-1.1087279,0.1254982,-0.20431243,-0.29863542,0.00061828457,-0.045637075,-0.20646888,-0.14728934,-0.24853745,-0.19463846,-0.1740783,-0.11822644,1.4826015,-0.23882627,-0.21292828,-0.15449308,-0.011728295,-0.53780353,0.27685946,-0.17627029,-0.3607341,-0.0703092,-0.08696598,0.02677375,0.12580377,-0.39890552,0.07042924,-0.051279634,-0.17510733,-0.06947531,0.18045852,-0.31207153,-0.3921333,-0.3536724,0.029875636,0.040902458,-0.0512202,0.06448875,-0.12515421,0.015868038,-0.1329995,0.0992862,-0.10084825,-0.31143275,-0.14235401,-0.14114931,0.10372069,-0.004407488,-0.1076665,-0.05356308
1,-7.136444,10.458485,2.9376826,-0.07379317,3.6224647,40.898205,-2.9162374,-85.9441,-4.7123537,-10.200669,-1.191767,16.290829,11.674019,-0.095810466,-11.864336,3.4798057,-0.6508477,1.830627,-0.26581374,-0.124240465,0.8373849,1.5971096,2.5501494,1.9416739,-0.16828531,0.5134214,-4.283641,-0.6124774,-1.823699,-0.39153436,0.15167877,-7.7089257,6.502795,-0.33510602,-4.6240816,-1.0086673,2.0562565,0.47245622,2.746993,0.45900005,1.3563536,0.97404915,-0.24088576,2.1859837,3.342843,-3.5243213,-1.6708229,-1.872481,0.04718711,-0.04935105,0.0295901,0.2373692,0.030469932,-0.23173188,-0.64565516,-0.059393965,0.09974353,0.5051267,0.22628394,0.18458739,-0.034172323,0.5090471,0.6316651,-0.2502647
2,1.7627378,-4.9325867,0.75278044,-0.045178533,0.5147485,16.841705,-1.2561238,-35.77866,-2.228872,-4.346449,-1.5563059,6.748083,4.8844914,-0.023743458,-4.9872746,1.3621335,-0.37189683,0.47234365,-0.086685896,-0.073621735,0.16771422,0.45658636,0.7721697,0.6068177,-0.1766093,0.08152786,-0.6774101,-0.39507163,-0.84469146,-0.24636304,0.06850633,-0.36319494,2.5454195,-0.23995388,-1.9152936,-0.3977717,0.6617944,0.15559782,1.0756811,-0.06217105,0.5256304,0.31060973,-0.21235313,0.74357283,1.3451324,-1.4550323,-0.8232555,-0.912453,0.029497102,0.0001989305,0.005647011,0.1398996,-0.06911742,-0.05668577,-0.33895147,0.049380884,-0.041441552,-0.02316147,-0.0031825602,-0.008725684,0.049201895,0.17163217,0.15577489,-0.09966459
3,-0.9581106,-3.4261272,0.34758404,-0.030156601,-0.061510652,12.478561,-0.9680904,-26.729116,-1.7820799,-3.2951791,-1.6452178,5.009673,3.662354,-0.00868053,-3.7437654,0.96377087,-0.3013093,0.24372381,-0.050092652,-0.080351934,0.06508203,0.29961962,0.4383357,0.34477517,-0.1707726,0.03236319,0.53899956,-0.33379155,-0.6381133,-0.21595812,0.03612411,0.2750907,1.8186783,-0.23015879,-1.4235907,-0.2822541,0.42839032,0.13694923,0.7816214,-0.18677077,0.39645416,0.19787388,-0.19598645,0.49881688,0.96974736,-1.0945146,-0.6884312,-0.7402504,0.027777795,0.025738955,-0.047795024,0.111815006,-0.06861255,-0.05082703,0.15643051,0.07327393,-0.062095895,-0.11351538,-0.061340578,-0.045650963,0.07192488,0.13211006,0.062017776,-0.070095085
4,-1.001379,-2.6996593,0.9981792,-0.04445442,0.8870385,19.744295,-1.4662311,-41.82557,-2.5565815,-5.0446343,-1.4857192,7.898416,5.690959,-0.03809481,-5.8090997,1.6158547,-0.3952889,0.65299225,-0.103168525,-0.10072235,0.24552538,0.6071839,0.957537,0.75783527,-0.17048453,0.14237297,-1.0102053,-0.41391098,-0.93746877,-0.27099842,0.07383149,-2.6651447,3.0097098,-0.25059256,-2.256393,-0.48862967,0.8428764,0.20518798,1.276359,-0.024672829,0.63454425,0.3958843,-0.20812751,0.9206588,1.5902019,-1.7126644,-0.95482635,-1.0260117,0.043123294,-0.006409183,-0.00881622,0.15067284,-0.04712204,-0.08192713,-0.38276446,0.030569822,-0.020971343,0.03209603,0.023620598,0.0059689544,0.05382667,0.20290604,0.2196436,-0.120106824
5,1.4537786,-1.5619979,-0.44983256,-0.030926377,-1.1094143,3.9594607,-0.35838312,-8.924362,-0.92084664,-1.2289549,-1.6716884,1.6216242,1.246327,-0.01712653,-1.3098351,0.17990628,-0.20511416,-0.21191528,-0.0060034227,-0.090307266,-0.16025986,-0.1461028,-0.2073206,-0.11196648,-0.17774892,-0.109264955,1.9571965,-0.24130458,-0.21435283,-0.17428403,0.010353438,-1.0018474,0.41666254,-0.19065996,-0.45313805,-0.095944494,-0.07972723,0.014372714,0.15959299,-0.38270053,0.11076076,-0.044214386,-0.17699659,-0.021757983,0.26123986,-0.42159584,-0.423262,-0.38247448,0.04230708,0.025647908,-0.047142923,0.08822931,-0.11734978,0.008846678,-0.15221202,0.12763959,-0.1071506,-0.29271364,-0.11335871,-0.14314182,0.06944045,-0.04124389,-0.08700446,-0.020057097
6,1.8853359,-1.2807221,-0.5214107,-0.014633531,-1.205085,3.2453175,-0.30036193,-7.3785477,-0.86777055,-1.0654148,-1.6369827,1.3168936,1.0320566,-0.017421126,-1.1275737,0.10020185,-0.17948483,-0.2606126,-0.028033217,-0.09503853,-0.17477462,-0.16744635,-0.263201,-0.16111308,-0.17239909,-0.1414035,1.7592243,-0.24425873,-0.1897073,-0.15477826,0.00013506622,-1.0723385,0.27076054,-0.18893325,-0.37594903,-0.085631736,-0.11573185,0.014382482,0.11323629,-0.41780362,0.07125156,-0.049679235,-0.18383177,-0.07612891,0.19264902,-0.3441806,-0.40054142,-0.3469242,0.04080814,0.03142735,-0.055152383,0.08564122,-0.124964714,0.020668529,-0.13742173,0.10449914,-0.09060521,-0.3207197,-0.11822092,-0.15410635,0.08804722,-0.04294245,-0.11083122,-0.021668978
7,-0.559432,-3.0220022,0.16895372,-0.040552586,-0.21180579,10.872254,-0.86013466,-23.348392,-1.616791,-2.9073222,-1.6018958,4.3449097,3.1782832,-0.020904034,-3.2917206,0.7908081,-0.30468035,0.13697761,-0.088336155,-0.07954343,0.005363345,0.17748076,0.31557584,0.24325007,-0.19309868,-0.02067694,0.7995386,-0.31317794,-0.50519985,-0.19200774,0.04145635,0.4946108,1.5678264,-0.20538662,-1.2268099,-0.25106132,0.32656342,0.094010994,0.63687086,-0.2221821,0.3259172,0.15136275,-0.20687513,0.39813253,0.84547085,-0.9784456,-0.6579269,-0.64961946,0.022720844,0.0050894544,-0.015404247,0.113205254,-0.09336496,-0.04060179,0.1272731,0.07731815,-0.07357283,-0.1461263,-0.0749121,-0.08997693,0.0655611,0.07249366,0.026858546,-0.08088114
8,-0.6081712,-0.007920235,-0.75844574,-0.025412861,-1.6385152,0.22208413,-0.14694977,-1.2217423,-0.50431687,-0.3130794,-1.8318132,0.16028783,0.16357678,0.036288828,-0.25995877,-0.13008878,-0.18461567,-0.4582569,0.03505578,-0.058101155,-0.2973479,-0.30510744,-0.46379024,-0.3418739,-0.20505151,-0.16313407,0.37227368,-0.22185005,-0.07176836,-0.12835592,-0.004780962,-0.28868064,-0.19995219,-0.17227603,-0.009456076,0.020731503,-0.26474556,-0.044065155,-0.10777538,-0.44416887,-0.046197023,-0.15550466,-0.19080292,-0.21773502,-0.050814677,-0.060319155,-0.24199274,-0.22887659,0.022366144,0.023942202,-0.053565916,0.07728976,-0.10191982,-0.008709922,-0.10312503,0.11919282,-0.11581023,-0.3584035,-0.15490583,-0.17047733,0.106770076,-0.058889966,-0.18253805,-0.007156357
9,-0.038348436,-1.1166463,-0.48161316,-0.008706024,-1.2488153,3.3369691,-0.32746673,-7.6937404,-0.8415188,-1.074328,-1.8101522,1.3960073,1.0801787,0.0002681762,-1.1365235,0.15500817,-0.2151016,-0.26814455,0.047171127,-0.07763761,-0.19558096,-0.16586763,-0.22487614,-0.15001601,-0.1844135,-0.083037816,1.4347568,-0.24512872,-0.21355738,-0.17067574,0.004892148,0.7418195,0.32217586,-0.17547058,-0.36758134,-0.077709824,-0.103421554,0.01181975,0.12488412,-0.3723989,0.0728663,-0.06299745,-0.15714687,-0.06442915,0.21476087,-0.338883,-0.38022095,-0.3656528,0.051886942,0.033608425,-0.049191777,0.08967346,-0.11859887,-0.0070451163,-0.1384805,0.124823816,-0.114271864,-0.2794662,-0.12727775,-0.14132838,0.09425376,-0.033376403,-0.11436393,-0.021236524
10,-0.30126262,-0.99294126,-0.5644144,-0.014595376,-1.336588,2.5816143,-0.25483054,-6.0755243,-0.7478416,-0.9135934,-1.7821972,1.0785166,0.8556143,-0.0022157729,-0.92205596,0.062278375,-0.18060726,-0.31977457,0.018027069,-0.07900371,-0.19345298,-0.18734188,-0.29260084,-0.19470581,-0.18001598,-0.103277914,1.4840163,-0.23255885,-0.16822158,-0.1699898,-0.0038830186,0.44971818,0.15998423,-0.19729595,-0.25904483,-0.056535356,-0.14437322,0.004974909,0.08019383,-0.41856268,0.068418235,-0.087421864,-0.1917542,-0.096636884,0.09756623,-0.3071157,-0.35267627,-0.32811257,0.04948352,0.04318991,-0.054212652,0.067078784,-0.09793326,0.005952269,-0.121829,0.11682384,-0.08606641,-0.3012011,-0.12793534,-0.1537242,0.07236154,-0.032607444,-0.11760235,-0.016239725
11,-3.2890775,-3.0493503,1.2839109,-0.067017704,1.3184564,22.869345,-1.6468283,-48.34967,-2.836193,-5.825075,-1.4105052,9.13325,6.6101155,-0.06734332,-6.717077,1.8737345,-0.41137072,0.83092177,-0.113787815,-0.09875268,0.36252385,0.74874115,1.2228903,0.9442313,-0.16009988,0.23022169,-2.0316348,-0.40542114,-1.0699195,-0.29265344,0.05867181,-3.6939151,3.5242496,-0.26412088,-2.5698721,-0.5325462,0.99163365,0.25525308,1.4963381,0.044788606,0.7386874,0.48901233,-0.20228396,1.1077051,1.8170444,-1.9999623,-1.0525408,-1.1347363,0.041433472,-0.012452841,-0.015389204,0.14965054,-0.042470068,-0.10833827,-0.028962731,0.035923988,0.018216215,0.09915963,0.057059295,0.021830231,0.029111834,0.24638444,0.29383105,-0.12369805
12,-4.957105,-4.747514,2.3956215,-0.053201996,2.849447,34.96542,-2.5034387,-73.61842,-4.0757914,-8.763637,-1.37083,13.928533,10.043588,-0.090662874,-10.175917,2.9523509,-0.56913066,1.4878861,-0.21689852,-0.101408765,0.68621176,1.32708,2.1304,1.6020077,-0.15821655,0.43389356,-4.9436054,-0.5273034,-1.5661317,-0.35851067,0.1380714,-6.66822,5.561642,-0.3039914,-3.941204,-0.8494027,1.7054578,0.4079359,2.3328393,0.33370134,1.1804445,0.7984222,-0.21083526,1.8246231,2.8579848,-3.0298014,-1.4465479,-1.6387234,0.03331288,-0.033635914,0.013635136,0.21318857,-0.0105473995,-0.19601792,-0.32983667,-0.02531305,0.049934193,0.39007905,0.15960899,0.12407219,-0.040564932,0.4059084,0.49531266,-0.22077703
